ts,P>1_mean,P>1_max,P>5_mean,P>5_max,P>10_mean,P>10_max,P>30_mean,P>30_max,P>50_mean,P>50_max,P>100_mean,P>100_max,E>0.8_mean,E>0.8_max,E>2.0_mean,E>2.0_max,Year,Month,Day,Hour,Speed,Density,Radio Flux 10.7,група
2017-09-15 20:00:00,133.59999,239.0,1.6999167,2.81,1.2445,1.99,0.4395,0.643,0.1725,0.239,0.040025,0.0631,193583.33,214000.0,49058.332,58800.0,2017,9,15,20,662.0,2.5,,тиха
2017-09-15 21:00:00,195.91667,367.0,1.8058333,2.79,1.1144167,1.71,0.3375,0.428,0.1495,0.234,0.04786667,0.0898,195833.33,211000.0,47350.0,60400.0,2017,9,15,21,665.0,3.2,,тиха
2017-09-15 22:00:00,165.58333,265.0,1.6264167,2.36,1.239,1.98,0.45158336,0.542,0.17975001,0.221,0.0477,0.0941,194750.0,204000.0,45166.668,49800.0,2017,9,15,22,685.0,2.6,,тиха
2017-09-15 23:00:00,124.775,184.0,2.0635002,3.56,1.2814167,1.95,0.42658332,0.474,0.16025,0.236,0.036566667,0.0835,176500.0,204000.0,32691.666,48500.0,2017,9,15,23,672.0,2.8,,тиха
2017-09-16 00:00:00,98.19167,135.0,1.6749166,2.44,1.0760833,1.93,0.36358333,0.502,0.14596666,0.221,0.038758334,0.0649,173333.33,190000.0,32341.666,39400.0,2017,9,16,0,675.0,3.1,72.0,тиха
2017-09-16 01:00:00,47.283337,101.0,1.6893333,3.12,1.0225,2.27,0.3818333,0.47,0.17029166,0.22,0.049983334,0.0824,91358.336,135000.0,9302.5,17700.0,2017,9,16,1,653.0,3.1,,тиха
2017-09-16 02:00:00,39.05833,82.7,1.9985833,3.31,1.25,1.98,0.37600002,0.482,0.16855,0.229,0.04679167,0.0686,70716.664,110000.0,5487.5,11400.0,2017,9,16,2,630.0,3.2,,тиха
2017-09-16 03:00:00,35.325,72.4,1.3933333,2.62,0.81874996,1.37,0.35258332,0.469,0.15275,0.213,0.044725,0.0629,76250.0,116000.0,6412.5,13000.0,2017,9,16,3,624.0,4.1,,тиха
2017-09-16 04:00:00,29.625,79.9,1.8941666,2.61,1.17125,2.0,0.34633335,0.496,0.14664167,0.218,0.034725,0.0609,52658.332,79200.0,3212.5,5290.0,2017,9,16,4,637.0,2.8,,тиха
2017-09-16 05:00:00,176.23334,622.0,1.5331668,2.44,0.92050004,1.76,0.39308333,0.55,0.17858332,0.244,0.0478,0.0855,81641.664,123000.0,7199.1665,13200.0,2017,9,16,5,673.0,2.2,,тиха
2017-09-16 06:00:00,28.558334,64.9,1.3171667,2.1,0.8641667,1.59,0.32658333,0.486,0.15304166,0.242,0.05030833,0.107,33033.332,43200.0,2114.1667,3170.0,2017,9,16,6,699.0,1.9,,тиха
2017-09-16 07:00:00,15.531667,24.3,1.4930834,2.42,0.94808334,1.68,0.29508334,0.431,0.12914167,0.22,0.04318333,0.0649,31800.0,36600.0,2090.0,2460.0,2017,9,16,7,688.0,1.9,,тиха
2017-09-16 08:00:00,11.216667,16.2,1.3902501,2.15,0.8819167,1.7,0.28491667,0.521,0.12808333,0.202,0.041475,0.088,31266.666,35700.0,2144.1667,2570.0,2017,9,16,8,673.0,2.2,,тиха
2017-09-16 09:00:00,15.358334,21.6,1.3650833,2.17,0.85025,1.68,0.3369167,0.456,0.15816666,0.219,0.045216665,0.0649,48625.0,53800.0,3487.5,4070.0,2017,9,16,9,699.0,1.9,,тиха
2017-09-16 10:00:00,12.295001,18.1,1.29475,1.99,0.81883335,1.34,0.31,0.424,0.13934167,0.195,0.040625002,0.0787,56925.0,60000.0,3655.8333,3810.0,2017,9,16,10,613.0,3.0,,тиха
2017-09-16 11:00:00,9.380834,11.8,1.1710833,1.82,0.73225,1.16,0.28341666,0.443,0.13293333,0.213,0.04041667,0.0703,64791.668,67700.0,4339.1665,4660.0,2017,9,16,11,599.0,3.1,,тиха
2017-09-16 12:00:00,530.075,1710.0,1.36225,2.1,0.76316667,1.05,0.2635,0.388,0.13245833,0.204,0.04470833,0.0681,80600.0,113000.0,5686.6665,9290.0,2017,9,16,12,688.0,1.8,,тиха
2017-09-16 13:00:00,209.89166,606.0,1.085,2.0,0.64208335,1.08,0.25158334,0.368,0.12579167,0.187,0.046183333,0.0965,128583.336,145000.0,12855.833,16900.0,2017,9,16,13,722.0,1.9,,тиха
2017-09-16 14:00:00,62.00833,99.9,0.93108326,1.51,0.54333335,1.13,0.23916668,0.419,0.12285,0.216,0.041775,0.0794,149916.67,151000.0,19333.334,21300.0,2017,9,16,14,719.0,1.8,,тиха
2017-09-16 15:00:00,52.141666,72.4,0.9123333,1.38,0.60441667,0.933,0.26783332,0.382,0.13976666,0.204,0.042275,0.0609,161166.67,170000.0,24000.0,27100.0,2017,9,16,15,730.0,1.8,,тиха
2017-09-16 16:00:00,68.725,87.3,0.9835834,1.69,0.61908334,1.05,0.22141667,0.386,0.11434167,0.202,0.047824997,0.0862,165666.67,176000.0,27225.0,30300.0,2017,9,16,16,701.0,1.8,,тиха
2017-09-16 17:00:00,65.14167,103.0,0.6384167,0.915,0.3815,0.504,0.26683334,0.402,0.13916667,0.193,0.042349998,0.0633,165833.33,171000.0,31783.334,33800.0,2017,9,16,17,639.0,2.5,,тиха
2017-09-16 18:00:00,133.89166,219.0,0.76458335,1.6,0.5045833,1.05,0.24425,0.411,0.13036667,0.21,0.045358334,0.0663,154083.33,162000.0,29608.334,32400.0,2017,9,16,18,656.0,2.1,,тиха
2017-09-16 19:00:00,86.200005,131.0,0.5689166,1.03,0.40066668,0.93,0.21166666,0.367,0.10815,0.203,0.038124997,0.0609,160583.33,175000.0,32966.668,39400.0,2017,9,16,19,654.0,1.9,,тиха
2017-09-16 20:00:00,94.958336,127.0,0.7173333,1.24,0.49291667,0.932,0.22775,0.364,0.122025006,0.213,0.045616668,0.0969,162333.33,173000.0,34591.668,38200.0,2017,9,16,20,695.0,2.0,,тиха
2017-09-16 21:00:00,87.424995,118.0,0.6448333,1.77,0.3970833,1.11,0.15491666,0.19,0.081199996,0.114,0.041,0.0753,150416.67,154000.0,27925.0,31100.0,2017,9,16,21,731.0,2.0,,тиха
2017-09-16 22:00:00,66.475,89.2,0.52933335,0.967,0.3956667,0.731,0.14683333,0.188,0.07630833,0.107,0.037075,0.0678,156833.33,165000.0,28366.666,31600.0,2017,9,16,22,695.0,1.8,,тиха
2017-09-16 23:00:00,64.424995,89.2,0.66108334,1.33,0.432,0.862,0.14841667,0.189,0.076516666,0.104,0.03745,0.0654,155000.0,167000.0,25908.334,32500.0,2017,9,16,23,679.0,1.6,,тиха
2017-09-17 00:00:00,70.51667,111.0,0.5935,1.32,0.3460833,0.733,0.17783333,0.34,0.100275,0.198,0.041641664,0.0884,147583.33,162000.0,18800.0,23500.0,2017,9,17,0,676.0,1.2,72.0,тиха
2017-09-17 01:00:00,61.325,80.8,0.47141668,0.72,0.30883333,0.608,0.14125,0.162,0.07125,0.0897,0.03179167,0.0505,152833.33,157000.0,21541.666,22700.0,2017,9,17,1,615.0,2.1,,тиха
2017-09-17 02:00:00,44.566666,59.2,0.62708336,0.912,0.38708332,0.731,0.16375001,0.337,0.08609167,0.167,0.036,0.0659,142583.33,150000.0,17558.334,20000.0,2017,9,17,2,644.0,2.0,,тиха
2017-09-17 03:00:00,44.774998,81.8,0.66216666,1.14,0.41716668,0.775,0.15383333,0.262,0.078266665,0.138,0.032183334,0.0659,151666.67,187000.0,19201.666,30500.0,2017,9,17,3,638.0,1.9,,тиха
2017-09-17 04:00:00,46.983334,79.1,0.61149997,1.12,0.40025,0.63,0.13815,0.202,0.0775,0.11,0.0361,0.0703,163583.33,190000.0,22541.666,32000.0,2017,9,17,4,646.0,1.9,,тиха
2017-09-17 05:00:00,39.458332,60.1,0.63675,1.42,0.37675,0.773,0.13208334,0.144,0.071208335,0.098,0.030408332,0.0431,130500.0,146000.0,14116.667,17900.0,2017,9,17,5,616.0,2.3,,тиха
2017-09-17 06:00:00,26.066666,41.8,0.78791666,1.55,0.45233333,0.914,0.14658333,0.178,0.07723334,0.114,0.037366666,0.0703,104200.0,132000.0,9205.0,13200.0,2017,9,17,6,643.0,1.9,,тиха
2017-09-17 07:00:00,31.175001,50.7,0.69733334,1.03,0.41291666,0.644,0.14,0.152,0.07040834,0.0872,0.03035,0.048,97133.336,111000.0,9010.833,11300.0,2017,9,17,7,626.0,2.3,,тиха
2017-09-17 08:00:00,15.659167,23.1,0.6199167,1.34,0.38825,0.969,0.15708333,0.332,0.08555833,0.204,0.0387,0.0729,86125.0,92600.0,6973.3335,8450.0,2017,9,17,8,620.0,2.4,,тиха
2017-09-17 09:00:00,15.063333,20.5,0.77683336,1.17,0.443,0.666,0.13316667,0.15,0.06684167,0.0669,0.0277,0.0277,75766.664,87900.0,5785.0,6960.0,2017,9,17,9,589.0,3.2,,тиха
2017-09-17 10:00:00,14.353333,20.8,0.48191667,0.897,0.29266667,0.433,0.13658333,0.151,0.07034167,0.106,0.029083332,0.0413,80508.336,83700.0,6628.3335,7180.0,2017,9,17,10,606.0,3.1,,тиха
2017-09-17 11:00:00,18.808332,31.2,0.7225,1.19,0.42949998,0.738,0.14116667,0.169,0.0721,0.112,0.03275,0.0728,87633.336,104000.0,7483.3335,9760.0,2017,9,17,11,603.0,3.6,,тиха
2017-09-17 12:00:00,191.71666,639.0,0.5235,1.06,0.28416666,0.532,0.14783333,0.183,0.075125,0.107,0.03354167,0.0678,126583.336,153000.0,13962.5,20700.0,2017,9,17,12,602.0,3.8,,тиха
2017-09-17 13:00:00,40.991665,112.0,0.6485,1.25,0.30425,0.593,0.13458334,0.181,0.077533334,0.122,0.038116667,0.0827,142083.33,152000.0,19100.0,23600.0,2017,9,17,13,605.0,3.7,,тиха
2017-09-17 14:00:00,354.9,1340.0,0.76425,1.37,0.43025002,0.741,0.13591667,0.187,0.071049996,0.105,0.030983334,0.0542,123308.336,144000.0,17416.666,21100.0,2017,9,17,14,598.0,3.8,,тиха
2017-09-17 15:00:00,318.08334,601.0,0.53125,0.929,0.3055,0.662,0.13416667,0.173,0.07354166,0.117,0.03305,0.0778,147583.33,183000.0,29658.334,45700.0,2017,9,17,15,583.0,4.6,,тиха
2017-09-17 16:00:00,79.11667,108.0,0.7019167,1.46,0.387,0.918,0.1375,0.173,0.07096667,0.105,0.031749997,0.0654,177833.33,186000.0,47425.0,51600.0,2017,9,17,16,581.0,4.0,,тиха
2017-09-17 17:00:00,75.30833,147.0,0.58241665,1.2,0.34741667,0.685,0.13740833,0.17,0.07705834,0.0972,0.036675002,0.0579,169666.67,180000.0,45350.0,49800.0,2017,9,17,17,589.0,3.7,,тиха
2017-09-17 18:00:00,65.041664,80.5,0.464,0.864,0.2665,0.432,0.13599999,0.184,0.0727,0.097,0.031966668,0.0579,157000.0,168000.0,37166.668,43700.0,2017,9,17,18,599.0,3.2,,тиха
2017-09-17 19:00:00,61.783337,78.3,0.46066666,0.661,0.26775,0.398,0.1292,0.185,0.073,0.114,0.034275,0.0753,158083.33,165000.0,37841.668,42100.0,2017,9,17,19,587.0,2.9,,тиха
2017-09-17 20:00:00,46.458332,73.4,0.43824998,0.841,0.32283333,0.59,0.139725,0.22,0.077583335,0.123,0.033441667,0.0412,147833.33,158000.0,32425.0,37200.0,2017,9,17,20,590.0,2.6,,тиха
2017-09-17 21:00:00,45.425,59.1,0.44725,1.08,0.30666664,0.787,0.13591667,0.304,0.07921667,0.18,0.03266667,0.0551,136500.0,142000.0,26116.666,28700.0,2017,9,17,21,592.0,3.5,,тиха
2017-09-17 22:00:00,37.933334,59.9,0.35224998,0.747,0.25399998,0.492,0.12550001,0.174,0.07068334,0.117,0.03399167,0.0818,127916.664,136000.0,21966.666,24700.0,2017,9,17,22,589.0,3.9,,тиха
2017-09-17 23:00:00,34.633335,52.7,0.364,0.616,0.25458333,0.576,0.123174995,0.159,0.06939167,0.105,0.029974999,0.039,117166.664,122000.0,17741.666,19200.0,2017,9,17,23,597.0,4.2,,тиха
2017-09-18 00:00:00,21.441666,31.3,0.45333335,0.849,0.3714167,0.748,0.14904167,0.278,0.08506667,0.17,0.041266665,0.0806,105666.664,110000.0,14100.0,15500.0,2017,9,18,0,627.0,3.5,72.0,тиха
2017-09-18 01:00:00,20.8425,31.2,0.54658335,1.08,0.32741666,0.703,0.12016667,0.145,0.0647,0.0842,0.028783334,0.0486,93841.664,104000.0,10800.0,12600.0,2017,9,18,1,638.0,3.2,,тиха
2017-09-18 02:00:00,11.715,19.2,0.6588333,1.03,0.39408335,0.562,0.141625,0.221,0.086158335,0.136,0.042741667,0.0762,50825.0,76800.0,4393.3335,7760.0,2017,9,18,2,637.0,2.7,,тиха
2017-09-18 03:00:00,15.483334,20.9,0.49249998,1.16,0.26325,0.538,0.11689166,0.149,0.07043333,0.0965,0.034725,0.061,51033.332,59800.0,4050.8333,5130.0,2017,9,18,3,604.0,3.0,,тиха
2017-09-18 04:00:00,12.234166,19.1,0.5345,0.917,0.31691667,0.521,0.11941666,0.144,0.06903333,0.0977,0.030383334,0.0461,43750.0,49300.0,3174.1667,4130.0,2017,9,18,4,577.0,3.2,,тиха
2017-09-18 05:00:00,8.726666,13.5,0.5255,0.978,0.28541666,0.525,0.13023333,0.253,0.07895,0.194,0.034158334,0.0672,43550.0,56600.0,2997.5,4340.0,2017,9,18,5,585.0,3.7,,тиха
2017-09-18 06:00:00,13.857499,19.9,0.7163333,1.27,0.36858332,0.751,0.14674999,0.296,0.086575,0.173,0.039333332,0.0562,69916.664,104000.0,6249.1665,11200.0,2017,9,18,6,586.0,4.1,,тиха
2017-09-18 07:00:00,13.229167,21.9,0.69191664,1.15,0.39691666,0.645,0.162625,0.3,0.09605833,0.187,0.041633334,0.0733,67150.0,91600.0,6258.3335,10600.0,2017,9,18,7,579.0,3.9,,тиха
2017-09-18 08:00:00,72.51583,336.0,0.54908335,0.787,0.31458333,0.457,0.12663333,0.166,0.075075,0.0976,0.033791665,0.0535,34691.668,40500.0,3006.6667,4870.0,2017,9,18,8,609.0,2.8,,тиха
2017-09-18 09:00:00,53.608334,173.0,0.62233335,1.15,0.30875,0.53,0.12791666,0.18,0.07185,0.0982,0.034708332,0.0535,36508.332,42500.0,2733.3333,3200.0,2017,9,18,9,603.0,2.9,,тиха
2017-09-18 10:00:00,348.54166,1070.0,0.52975,1.01,0.27941665,0.626,0.12399999,0.152,0.0743,0.105,0.035958335,0.0733,83650.0,112000.0,9708.333,14700.0,2017,9,18,10,668.0,1.5,,тиха
2017-09-18 11:00:00,33.283333,40.5,0.608,0.827,0.3225,0.456,0.1595,0.36,0.09145,0.228,0.040658332,0.0672,96558.336,105000.0,11883.333,13600.0,2017,9,18,11,644.0,1.7,,тиха
2017-09-18 12:00:00,27.891668,50.2,0.6255,1.03,0.32741666,0.827,0.15657501,0.331,0.089491665,0.19,0.035933334,0.0571,93225.0,103000.0,11480.0,13500.0,2017,9,18,12,578.0,2.1,,тиха
2017-09-18 13:00:00,116.799995,397.0,0.5950833,1.09,0.28883335,0.458,0.15207501,0.241,0.084566675,0.139,0.0333,0.0561,88758.336,110000.0,10260.833,14600.0,2017,9,18,13,565.0,1.9,,тиха
2017-09-18 14:00:00,30.291666,46.0,0.54691666,0.944,0.27975,0.417,0.13166668,0.206,0.07625,0.122,0.034116667,0.0634,124750.0,137000.0,19225.0,23300.0,2017,9,18,14,558.0,1.9,,тиха
2017-09-18 15:00:00,75.058334,169.0,0.6964167,1.04,0.40791667,0.622,0.15244167,0.281,0.09330833,0.179,0.0443,0.0634,147000.0,174000.0,25725.0,36800.0,2017,9,18,15,559.0,2.7,,тиха
2017-09-18 16:00:00,63.86667,83.8,0.59083337,1.67,0.35841668,1.05,0.14244168,0.186,0.081716664,0.119,0.043316666,0.0833,172416.67,188000.0,41300.0,52000.0,2017,9,18,16,557.0,2.8,,тиха
2017-09-18 17:00:00,73.799995,105.0,0.43966666,0.89,0.25466666,0.434,0.14683333,0.193,0.08636666,0.129,0.044658333,0.0987,196166.67,207000.0,58491.668,64700.0,2017,9,18,17,552.0,2.3,,тиха
2017-09-18 18:00:00,64.75833,108.0,0.47433332,1.0,0.30391666,0.481,0.124291666,0.161,0.07768334,0.106,0.0407,0.0709,195833.33,205000.0,58816.668,63800.0,2017,9,18,18,552.0,2.2,,тиха
2017-09-18 19:00:00,65.041664,93.7,0.358,0.595,0.23425,0.354,0.12408333,0.168,0.06740833,0.107,0.030683333,0.0659,187666.67,194000.0,49991.668,54500.0,2017,9,18,19,554.0,1.7,,тиха
2017-09-18 20:00:00,58.933334,87.0,0.28891668,0.433,0.21041667,0.377,0.115941666,0.153,0.07266667,0.0988,0.03359167,0.0684,195250.0,197000.0,55991.668,61300.0,2017,9,18,20,549.0,1.4,,тиха
2017-09-18 21:00:00,65.833336,93.8,0.39575002,0.852,0.25558332,0.58,0.13,0.253,0.07726667,0.139,0.037041668,0.0628,198666.67,205000.0,55266.668,64600.0,2017,9,18,21,543.0,1.3,,тиха
2017-09-18 22:00:00,61.2,87.8,0.32866666,0.503,0.22991668,0.342,0.12261667,0.176,0.07236666,0.105,0.031075,0.0515,210166.67,218000.0,58325.0,62500.0,2017,9,18,22,542.0,1.2,,тиха
2017-09-18 23:00:00,54.149998,74.6,0.43483332,0.856,0.28316668,0.566,0.15315832,0.316,0.08491666,0.188,0.035058334,0.0614,203166.67,209000.0,54716.668,60300.0,2017,9,18,23,524.0,1.3,,тиха
2017-09-19 00:00:00,43.00833,61.3,0.392,0.716,0.24175,0.432,0.11003333,0.161,0.068333335,0.0905,0.032408334,0.0614,197583.33,201000.0,46625.0,49600.0,2017,9,19,0,524.0,1.4,71.0,тиха
2017-09-19 01:00:00,37.533337,55.7,0.3795,0.492,0.24341667,0.409,0.13389166,0.278,0.083058335,0.162,0.039916668,0.0763,199166.67,206000.0,44975.0,46200.0,2017,9,19,1,542.0,1.3,,тиха
2017-09-19 02:00:00,31.125,42.8,0.49341667,0.896,0.32508335,0.535,0.12438333,0.239,0.07556667,0.131,0.037683334,0.0688,191583.33,197000.0,39016.668,41400.0,2017,9,19,2,536.0,1.4,,тиха
2017-09-19 03:00:00,35.133335,50.5,0.43275,0.548,0.22475,0.359,0.11084166,0.168,0.06346667,0.0971,0.027108334,0.0347,178000.0,186000.0,31008.334,33900.0,2017,9,19,3,518.0,1.6,,тиха
2017-09-19 04:00:00,28.35,41.8,0.50949997,0.707,0.25516668,0.377,0.12193333,0.152,0.07145,0.103,0.031116666,0.054,157916.67,167000.0,22325.0,25100.0,2017,9,19,4,517.0,1.4,,тиха
2017-09-19 05:00:00,19.574999,25.9,0.49433336,0.767,0.26025,0.337,0.12015,0.173,0.07621667,0.124,0.03355,0.0488,147250.0,152000.0,18766.666,20100.0,2017,9,19,5,508.0,1.8,,тиха
2017-09-19 06:00:00,15.783333,23.0,0.43566668,0.801,0.30066666,0.491,0.14379166,0.269,0.079975,0.155,0.032958332,0.0564,144250.0,149000.0,18300.0,19300.0,2017,9,19,6,491.0,1.9,,тиха
2017-09-19 07:00:00,14.875,24.5,0.38941666,0.748,0.26008335,0.592,0.1149,0.146,0.07375,0.0969,0.039100002,0.0639,142666.67,146000.0,18841.666,19900.0,2017,9,19,7,481.0,2.0,,тиха
2017-09-19 08:00:00,18.966667,26.6,0.5399167,1.17,0.29058334,0.646,0.13489999,0.26,0.080008335,0.162,0.039133336,0.0837,136916.67,144000.0,16933.334,19100.0,2017,9,19,8,474.0,2.6,,тиха
2017-09-19 09:00:00,16.179167,24.5,0.5373333,1.11,0.29308334,0.563,0.127875,0.158,0.074075,0.109,0.035833333,0.054,128000.0,134000.0,15125.0,16900.0,2017,9,19,9,479.0,2.6,,тиха
2017-09-19 10:00:00,11.481667,14.6,0.63591665,1.2,0.29908332,0.639,0.13323332,0.22,0.08574167,0.137,0.043358337,0.0787,119416.664,134000.0,13666.667,17100.0,2017,9,19,10,471.0,2.4,,тиха
2017-09-19 11:00:00,11.624167,17.2,0.5553333,1.26,0.29291666,0.658,0.117066674,0.163,0.067225,0.0887,0.030316666,0.0441,145333.33,151000.0,20091.666,21800.0,2017,9,19,11,474.0,1.9,,тиха
2017-09-19 12:00:00,12.531667,15.5,0.53125,0.883,0.25525,0.545,0.108891666,0.127,0.06408333,0.0986,0.031133333,0.0688,151000.0,151000.0,22458.334,23600.0,2017,9,19,12,471.0,2.1,,тиха
2017-09-19 13:00:00,14.025001,21.2,0.58458334,1.07,0.3405,0.554,0.119500004,0.152,0.07078333,0.0935,0.033575002,0.0594,155000.0,159000.0,24191.666,26800.0,2017,9,19,13,492.0,1.8,,тиха
2017-09-19 14:00:00,22.425001,32.0,0.47533333,0.721,0.26841667,0.41,0.12686667,0.251,0.07475,0.161,0.03269167,0.0515,171666.67,176000.0,30116.666,33100.0,2017,9,19,14,475.0,2.5,,тиха
2017-09-19 15:00:00,33.475002,51.3,0.51958334,1.01,0.28591666,0.56,0.11518333,0.155,0.06925833,0.102,0.034283336,0.0664,187333.33,197000.0,38675.0,43700.0,2017,9,19,15,487.0,2.1,,тиха
2017-09-19 16:00:00,37.758335,48.0,0.43408334,0.66,0.2515,0.426,0.12920833,0.26,0.07891667,0.147,0.035458334,0.0675,196666.67,197000.0,46116.668,49800.0,2017,9,19,16,512.0,1.2,,тиха
2017-09-19 17:00:00,40.666668,56.2,0.46949998,1.12,0.28241667,0.547,0.117300004,0.152,0.068616666,0.0983,0.03245,0.0465,206250.0,208000.0,53975.0,56700.0,2017,9,19,17,492.0,1.5,,тиха
2017-09-19 18:00:00,48.916668,73.8,0.35333332,0.521,0.22625,0.315,0.11710834,0.224,0.076799996,0.192,0.037683334,0.0915,220500.0,229000.0,64408.332,69600.0,2017,9,19,18,478.0,1.8,,тиха
2017-09-19 19:00:00,44.358334,57.0,0.31816664,0.723,0.21983333,0.366,0.11000001,0.156,0.06548333,0.0889,0.02965,0.0465,239416.67,250000.0,83250.0,92600.0,2017,9,19,19,481.0,2.0,,тиха
2017-09-19 20:00:00,49.608334,68.6,0.35025,0.492,0.23416667,0.41,0.11435,0.152,0.07755,0.113,0.039641667,0.0837,250250.0,252000.0,98391.664,107000.0,2017,9,19,20,471.0,2.5,,тиха
2017-09-19 21:00:00,39.45,58.4,0.31475,0.477,0.23916666,0.437,0.126525,0.165,0.08594167,0.153,0.045683336,0.081,253916.67,259000.0,106916.664,110000.0,2017,9,19,21,458.0,2.8,,тиха
2017-09-19 22:00:00,40.366665,59.3,0.40441668,0.627,0.25325,0.365,0.11375,0.181,0.07275,0.0975,0.038125,0.0513,244416.67,250000.0,93416.664,102000.0,2017,9,19,22,461.0,2.5,,тиха
2017-09-19 23:00:00,41.591667,54.9,0.41558334,0.572,0.24691667,0.41,0.12211666,0.301,0.07863333,0.2,0.033475,0.0608,232833.33,237000.0,80216.664,84800.0,2017,9,19,23,457.0,3.0,,тиха
2017-09-20 00:00:00,47.166668,71.7,0.52358335,0.959,0.27408335,0.523,0.113691665,0.157,0.07655833,0.103,0.043491665,0.076,221750.0,229000.0,66358.336,72700.0,2017,9,20,0,459.0,2.6,74.0,тиха
2017-09-20 01:00:00,27.333334,38.0,0.44958332,0.648,0.25375,0.513,0.124900006,0.213,0.08025833,0.174,0.036266666,0.0727,200333.33,218000.0,51775.0,65600.0,2017,9,20,1,464.0,2.2,,тиха
2017-09-20 02:00:00,30.000834,48.5,0.5566667,1.03,0.25241667,0.501,0.10145833,0.152,0.064341664,0.0982,0.029816667,0.0612,167666.67,196000.0,34183.332,46400.0,2017,9,20,2,463.0,2.0,,тиха
2017-09-20 03:00:00,21.9,33.6,0.49458334,0.71,0.24599999,0.449,0.12978333,0.346,0.069683336,0.162,0.026975,0.0389,116766.664,157000.0,17822.5,29000.0,2017,9,20,3,460.0,2.3,,тиха
2017-09-20 04:00:00,18.28,26.5,0.49658334,1.03,0.27441666,0.574,0.10408333,0.159,0.06795,0.101,0.0341,0.0711,119216.664,163000.0,17308.334,31400.0,2017,9,20,4,464.0,1.8,,тиха
2017-09-20 05:00:00,17.074999,27.8,0.37308335,0.533,0.18966667,0.259,0.09485834,0.118,0.06660833,0.0935,0.031291667,0.0522,109558.336,125000.0,14325.0,18700.0,2017,9,20,5,468.0,2.0,,тиха
2017-09-20 06:00:00,9.378333,12.7,0.6676667,1.06,0.33925,0.641,0.117075,0.296,0.07414167,0.179,0.034975,0.0612,84475.0,97000.0,8913.333,11400.0,2017,9,20,6,462.0,1.8,,тиха
2017-09-20 07:00:00,9.074166,12.3,0.57916665,0.896,0.28133333,0.556,0.123124994,0.217,0.076799996,0.124,0.03595,0.0733,92766.664,110000.0,11322.5,15100.0,2017,9,20,7,464.0,1.6,,тиха
2017-09-20 08:00:00,9.973333,15.3,0.71250004,1.23,0.316,0.603,0.11959166,0.325,0.07644167,0.196,0.0312,0.0588,98900.0,105000.0,12700.0,14300.0,2017,9,20,8,460.0,2.2,,тиха
2017-09-20 09:00:00,8.18,15.5,0.5034167,0.952,0.22308333,0.369,0.11635833,0.21,0.077316664,0.16,0.033025,0.0588,84175.0,93100.0,9449.167,10900.0,2017,9,20,9,460.0,2.3,,тиха
2017-09-20 10:00:00,13.7775,25.3,0.40308332,0.565,0.21375,0.315,0.12449166,0.226,0.08631667,0.151,0.04515,0.0868,107041.664,122000.0,14100.833,17900.0,2017,9,20,10,462.0,1.9,,тиха
2017-09-20 11:00:00,8.785,15.6,0.522,0.739,0.26341668,0.51,0.13530834,0.378,0.08500833,0.229,0.03444167,0.0677,117250.0,122000.0,16891.666,18300.0,2017,9,20,11,459.0,2.1,,тиха
2017-09-20 12:00:00,11.701667,19.8,0.47841668,0.82,0.24758333,0.539,0.11544167,0.174,0.07095,0.117,0.037358332,0.0835,112666.664,122000.0,16258.333,18400.0,2017,9,20,12,451.0,2.4,,тиха
2017-09-20 13:00:00,14.322499,21.6,0.45000002,0.768,0.20716667,0.338,0.09453333,0.14,0.06005,0.087,0.028225,0.0538,127166.664,137000.0,21133.334,24300.0,2017,9,20,13,451.0,2.6,,тиха
2017-09-20 14:00:00,47.45,115.0,0.48575,0.858,0.24133332,0.486,0.11564166,0.168,0.07563333,0.142,0.036791667,0.0668,148166.67,167000.0,28716.666,37800.0,2017,9,20,14,450.0,2.0,,тиха
2017-09-20 15:00:00,25.333334,32.6,0.317,0.642,0.20525001,0.418,0.097325,0.166,0.06889167,0.13,0.033975,0.0518,167583.33,176000.0,40508.332,44600.0,2017,9,20,15,444.0,1.6,,тиха
2017-09-20 16:00:00,33.475002,60.3,0.342,0.453,0.23941666,0.387,0.11055833,0.164,0.075225,0.116,0.037266668,0.081,180000.0,186000.0,50450.0,54400.0,2017,9,20,16,441.0,1.9,,тиха
2017-09-20 17:00:00,44.733334,66.0,0.29366666,0.436,0.19858332,0.301,0.10344166,0.221,0.07339167,0.167,0.035225,0.0588,190833.33,197000.0,60700.0,66200.0,2017,9,20,17,447.0,2.2,,тиха
2017-09-20 18:00:00,54.50833,76.5,0.27966666,0.456,0.20875001,0.301,0.10961667,0.22,0.06844167,0.137,0.03155,0.0463,208833.33,223000.0,79450.0,95600.0,2017,9,20,18,450.0,2.1,,тиха
2017-09-20 19:00:00,91.46667,117.0,0.33291665,0.67,0.19875,0.41,0.09514167,0.13,0.0657,0.104,0.035508335,0.0785,218750.0,229000.0,91733.336,100000.0,2017,9,20,19,448.0,2.7,,тиха
2017-09-20 20:00:00,91.174995,131.0,0.28550002,0.455,0.20058334,0.294,0.090974994,0.136,0.06041667,0.0959,0.029025001,0.0483,212333.33,218000.0,85025.0,96600.0,2017,9,20,20,449.0,3.2,,тиха
